Protein	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q00955	443784	411455	180731	185899	43296.3	45926.8
Q00987	1049.39	966.571	596.112	509.968	1010.19	1309.8
Q01080	71695.7	74114	30075	32624.4	12173.3	11386.9
Q01081	168555	169619	226628	223566	219079	210346
Q01082	103578	96106.7	108509	104582	110784	109825
Q01085	45181.2	43739.3	42197.6	45661.5	50633.4	56529.1
Q01105	1190630	1016830	1547640	1572480	1517380	1585270
Q01130	430970	374889	448229	454672	362007	444707
Q01159	16166.7	13844.6	7012.12	6977.75	2921.67	1136.61
Q01163	15100	12983.3	7451.72	9221.65		891.215
Q01167	21976	25633.9	23776.8	24153	20184.5	24284.8
Q01217	5646.28	6629.67	3977.56	4083.78	1343.64	1232.01
Q01329	21951	23313.4	10192.1	11874.9	4944.85	9452.79
Q01389	1006.2	361.683	103.156	739.575		
Q01415	10265.2	8189.33	6648.51	6470.1	6383.01	5547.37
Q01433	49112.2	40559.5	41691	49637.1	46344	47568.7
Q01448	22223.8	4974.54		11179.1		
Q01454	13891.8	13370.1	7064.51	6320.15	1863.78	3077.27
Q01459		803.18	1921.37	502.976	320.813	1127.84
Q01469	396071	398604	456925	473988	385346	370485
Q01476	15655.9	15089.5	6240.67	7055.55	2790.68	2634.66
Q01477	88741.5	78715.4	40479	41580	9894.86	11272
Q01484	8430.16	6748.72	8109.56	7718.05	6500.14	7864.55
Q01518	481151	477223	518655	505477	527725	548711
Q01519	11210.9	8914.34	8641.65	6941.15	933.861	1231.06
Q01532	125804	122278	52189.1	51778.8	13506.1	13159.4
Q01546	1020740	1046020	757862	738460	804436	726650
Q01560	329568	324140	174491	157527	42353.1	43712.1
Q01574	116811	73877.2	42057.8	43077.3	8638.39	12247.7
Q01581	27268	27695.6	30871.7	30260.6	31409	32230.9
Q01590	19103.7	18716.2	8144.48	7021.54	2559.93	
Q01638	1523.69		225.973			562.054
Q01650	26107	24344.1	26646.7	25421.8	26607.2	27257.7
Q01658	165099	159649	185051	237649	180891	186591
Q01662	149221	167349	66748.8	69012.7	14362.2	15261.3
Q01664	1983.4	2136.49	3011.8	3409.57	3346.28	1780.06
Q01722	4153.79	6133.72	4340.07	2837.22	3259.47	1345.75
Q01780	91297.7	87037.5	97536.1	98808.5	105142	104182
Q01802	15096.9	9827.65	6077.3	8618.25	4455.23	3654.59
Q01804	13563.6	13075.4	16547.1	16151.2	16511.4	16564.6
Q01813	131137	121745	138157	137972	129934	131342
Q01814	11410.6	18974.3	18203.1	17548.4	19954.8	19763.8
Q01826	5964.24	4937.08	9011.59	7646.49	5830.1	6917.52
Q01831	3467.37	4097.32	3105.77	5102.87	3408.38	3618.92
Q01844	715663	740452	903485	928510	774958	744246
Q01850	5727.98	8002.6	6176.88	6165.93	4958.57	3563.52
Q01852	76359.9	74414	28885.3	29665	7535.49	7789.44
Q01855	3072300	3275340	1390290	1266410	335463	325037
Q01896	6465.01	5919.68	5134.82	1802.54		
Q01919	22170.9	19547.8		13221.7		1117.57
Q01939	1344050	1377470	545058	555569	137149	140970
Q01955	4054.81	6859.86	4028.09	6769.66	5787.55	5404.31
Q01968	40745.2	35125.3	36185	38245.6	34801.7	35728.8
Q01970	23944.8	18856.1	24654.8	22342	23269.3	22376.3
Q01976	67988	79706.9	31775.2	37703.4	8807.48	5688.2
Q02040	5737.55	3921.31	5907.6	5440.78	6012.31	4835.01
Q02046	32982.2	34354.2	14394.8	12810.2	3277.33	3306.46
Q02083	9450.68	14832.7	10455.4	11751.3	8759.28	7447.09
Q02086	3333.28	1821.74	3152.09	2171.52	2662.09	2759.06
Q02100	1299.29	258.923	379.546			
Q02127	2773.92	1994.3	4567.46	1019.05	1739.08	2223.25
Q02156	9435.33	9277.58	15344.8	10624.4	8061.08	4391.44
Q02196	15748.6	16031.3	9649.75	9018.57	1409.18	2646.39
Q02197	5993.76	6509.06	2147.3	2941.6		
Q02199	19126.3	17150.2	7832.8	6863.45	1468.43	
Q02201	47348.4	52692.2	22471.4	21435.7	4833.84	5425.8
Q02204	29418.5	31553.6	10645.2	15182.7	5307.62	3741.88
Q02205	7502.52	7066.88		6461.38		2838.09
Q02206	14714.5	14154.3	8108.5	6219	2777.57	1831.92
Q02218	35492.3	32674	35074.8	35234.6	31273.2	33366.7
Q02224	82879.9	89956.1	99376.2	91626.5	85873.8	80102.2
Q02241	73487.1	55423.7	77668.7	62969.5	72801	74158.6
Q02252	75364	73192.3	79457.5	79842.5	68558.8	75052
Q02256	39310	39621.9	17941.2	19466.7	6104.04	4230.69
Q02326	1523730	1458380	881213	880289	197971	175085
Q02336		3162.97	3865.95	4809.34		
Q02338	2645.63	6333.52	4168.64	4556.25	4300.94	3434.19
Q02354	18346.6	15732.1	10379.7	8517.98	2583.72	2279.74
Q02413	6345.64	4926.02	4326.58	3330.2	8215.78	7842.77
Q02446	2864.67	3216.1	2717.85	2278.67	4172.37	2375.93
Q02447	1823.81			2707.34	2560.75	2817.6
Q02455	23235.3	21710.7	10696.1	10825.1	4213.42	3226.93
Q02457	19304.3	14626.7	8681.8	7419.39	3773.35	2085.89
Q02486	98082.4	100628	49595.6	47557.9	10137.6	12075.8
Q02487	10034.2	10114.9	13120.1	11458.5	11503.6	13107.7
Q02539			10967.8	10775.6	8195.85	6749.29
Q02543	503961	434092	455949	468165	517626	505013
Q02554	5121.04	9097.35	2473.21			
Q02555	15277.3	17407.2	7861.81	10346.2	1062.01	3134.42
Q02608	9068.34	14413.6	4041.93	4711.18		603.295
Q02629	43857.3	44562.2	23395.4	20049.2	5628.16	6755
Q02630	18384.4	14705.6	9558.87	7773.46	2817.35	3676.6
Q02642	389496	423474	242480	201906	54476.7	48940.7
Q02647	15434.3	10482.9	6643.76	5463.87	2013.07	1833.65
Q02648	16782.8	16537.2	7089.24	7424.56	3031.82	1489.67
Q02724	60831.9	53085.7	47043.5	39909.2	10357.3	9563.04
Q02725	503083	504064	195650	200912	45636.7	48082.5
Q02733	107453		50552.7	48706.1	12655.9	7923.01
Q02750	57417.6	50246.9	58946.2	57408.7	62047.2	63326.3
Q02753	2426690	2364440	1106510	1072900	187256	173097
Q02754	19870.2	24982.3	8591.61	18087.1		
Q02767	2105.65	1383.5	1704.64	1718.35	112.78	265.008
Q02772	11614.1	10262.8	6474.57	5943.1		2146.65
Q02773	14976.2	16319	12058.1	8457.89	3550.89	3550.09
Q02776	92327.2	73282	36006.5	36529.6	9581.72	10698.1
Q02784	49333.3	52047.8	20242.6	24067.1	4467.4	5515.19
Q02785	11867.7	11576.8	5128.58	4848.2	1711.82	
Q02790	639350	587449	695441	689533	660088	695188
Q02792	17289	20503.7	8605.74	10589.7	4403.81	
Q02793	11118.9	10515.8	4256.35	5255.07		
Q02795	127227	104643	51569.4	49822.1	11637.4	16928.2
Q02804	17829.6	18546.7	5549.44	7716.61	2208.4	1946.91
Q02805	5527.04	10661.4	4972.45	4673.31		
Q02809	32218.3	33670.5	33270.9	36059.1	37262.7	37979.5
Q02818	21773.9	22608.1	28983	25904.3	24330.6	24535.6
Q02821	165929	177050	69631.8	66445.1	13431.8	12817.6
Q02833	2929.76	2638.8	2023.81	3216.22	2123.92	3041.9
Q02866	8502.02	11407.6				2942.27
Q02875	12745.8	12496.1	6601.04	7119.26	1569.33	1940.19
Q02878	1489570	1442500	1755760	1801130	1480030	1407200
Q02880	8887.92	13142.4	11940.7	9605.56	7773.8	9678.74
Q02883	1491.22	2167.05				
Q02884	9479.47	12423.8	5176.17	3078.16	1987.48	1622.04
Q02887	10786.8	8285.52	5809.74	6186.94		
Q02890	5118.21	5276.97				
Q02892	136258	125423	56633	56079.6	12538.8	12470.8
Q02896	13423.9	17216.4		5049.43	1228.45	1253.31
Q02908	55602.2	55945.2	23719.5	26576.5	5408.07	6106.76
Q02930	634.488	323.357	1458.98	808.434	996.097	944.648
Q02931	35590.4	30822.9	15041.7	16410	4610.62	4368.73
Q02932	83594	116481	43074.6	46815.7	18534.4	17782.9
Q02939	6912	7456.61	3809.22	2779.38	758.539	1032.44
Q02948	1417720	1435420	625676	572876		100303
Q02950	8808.64	6719.9	3080.78	3318.14	573.474	666.044
Q02952	86697.7	75686.2	94907.4	90805.3	86019.8	91137.2
Q02959	8269.87	6951.12	4895.99	3836.17	822.62	
Q02969	99071.1	98557	33666	33802.5	6362.26	10330.5
Q02978	12557.9	11074.9	12127.8	12855.3	11711.3	11209.4
Q02979	31954.3	29447.7	16516.5	13407.8	4141.96	2638.37
Q03001	19813.1	17545.1	19978.6	20167.9	20216.9	20131.3
Q03010	6685.43	6076.45	2250.25	2333.64	1194.24	
Q03013	3434.67	2900.95	3840.49	2974.36	3539.1	3721.67
Q03016	34117.7	31703.7	13665.1	11388.9	3889.67	3072.43
Q03034	33367.5	27165.4	8923.27	18474.1	2593.56	2090.98
Q03048	962184	962681	376112	374882	91300.5	91564
Q03060	1763.49	138.405	1311.8	946.938	853.796	260.919
Q03063	878.226	1081.47	681.721	687.321	165.605	
Q03088	20783.4	22934.1	10697	10882.7	3475.09	2865.78
Q03102	14135.2	13566.7	7183.25	5906.44		
Q03103	57780.1	64038	25498.1	23707.6	6516.14	6253.86
Q03104	1264.6	1003.47	647.735	304.662		
Q03111	14545.3	10886	11381.3	12855.5	13017.4	13940.3
Q03112	11511		9143.82	12195.3	6015.07	7137.3
Q03113	26948.1	16930.4	30742.9	27810.9	44013.1	40636.7
Q03124	45353.8	46981.3	21769.7	18316.5	4902.92	6443.54
Q03135	1749.16	1644	1799.66	932.613	1650.44	3163.08
Q03151	22394.2	23114.4	24301.3	20828	24954.4	15452.6
Q03153	48419	47974.9	15026.2	12653.9	3637.81	5745.12
Q03154	14369.7	15414.2	16291	13100.1	10360.4	12361.1
Q03161	492024	464554	188325	202953	38802.1	46049.2
Q03164	25058.6	31008.3	22256.4	31064.8	38503.5	34661.4
Q03195	119187	114152	47505.5	50467.6	10905.5	12316.2
Q03201	10718.5	8770.2	4783.04	3201.87	2181.87	2376.05
Q03219	22890.5	21223.1	11525.6	10421.8	2344.21	3209.51
Q03246	7472.08	7701.4	5068.03	5329.98		2327.33
Q03252	8258.34	6448.9	8207.09	7689.89	7883.69	8981.55
Q03254	10298.3	11185.7	5998.2	6241.62	1681.67	1838.83
Q03262	18533.6	26139.3	14353.6	10034.5	1787.05	5030.39
Q03264	16055.8	13319.1	5554.19	9564.8	1006.7	2563.07
Q03266	4353.46	5474.74	3356.55	2414.58	907.156	1272.1
Q03280	26443.2	29025.5	13703.3	14612.4	5939.78	3810.73
Q03281	15616.6	21448.4	9311.6	9436.87	3032.45	2707.67
Q03290	19752.5	15044.8	9825.96	9694.25	2462.93	2710.29
Q03305	62932	61778.2	25027.8	28203.5	4705.57	12952.8
Q03306	2956.98	1521.11	3103.99	1347.27	647.662	715.846
Q03308	1921.16	2450.37	2194.4	2829.02		
Q03322	12662.3	11354	6007.65	6580.14		
Q03323	29126.9	34673.7	9925.6	13672.9	5038.8	4104.99
Q03327	3594.59	5217.6	3249.32	3703.35	2140.55	2443.25
Q03330	9710.81	11846.5	4767.09	6718.28	1446.99	1897.39
Q03337	21364.2	20289.5	10057.7	8980.08	1790.71	3309.4
Q03338	64396.6	51688.9	13835.8	24720.9	1126.23	
Q03361	2311.63	1766.52	1214.14	434.806		
Q03362	12726.3	13967	7909.85	7147.36	4303.37	3538.47
Q03375	2430.14	2872.42	2283.33	841.761		
Q03390	2120.98	1775.6		354.069	95.7327	345.929
Q03393	6817.99	5097.98	6884.18	6901.18	6751.73	4519.52
Q03407	50990.6	72968.3	35657.8	22251.3	6530.93	2976.71
Q03426	21118.8	15177.4	16106.5	11837.5	13362.4	13693.6
Q03429	8173.98	6502.39	3432.07	4210.79		
Q03430	8965.45	9116.05	4656.98	7789.57		
Q03435	3621.57	5803.5	2413.86	1209.65	601.907	635.372
Q03441	5771.51	5787.21				
Q03455	1083.23	1277.05	611.171	949.755		
Q03466	3654.66	4205.75		2902.89		
Q03468	157268	170000	193676	142250	169481	148424
Q03496	17525.9	13948.9	6517.76	6627.59	2159.52	2211.95
Q03497	11730.6	8771.79	6203.8	4740.46	2283.58	1565.43
Q03516	25285.4	23871.6	11841.9	11478.4	3711.14	2866.17
Q03518	4636.68	4954.11	4061.47	2950.39	3394.39	3744.32
Q03519	868.373	1183.28	1697.77	1301.87	1300.78	1309.26
Q03525	4984.98	2280.76	1587.54	2629.12	777.26	
Q03529	46168	37466.2	14852.3	17698.8	2905.48	3255.73
Q03532	100866	102373	45662.5	43827.8	12271.9	10966.8
Q03533	9325.94	6851.75	4782.31	3792.2		4099.37
Q03558	1174450	1128460	510989	529368	137456	133197
Q03559	21813	20417.6	8119.78	10696.2	3412.95	5240.34
Q03579	22831.5	18836.9	15352.9	7089.82	2016.15	4323.44
Q03629	47945.1	49946	19668.5	19972.8	4188.89	5550.21
Q03630	2178.18	1946.19	1252.15	596.961		
Q03640	68376.4	71241.3	28164.3	29440.4	7648.57	7511.02
Q03648	4038.87	2301.4	1876.66	2603.03		
Q03653	17175.4	15851.9	9350.93	10386.1	8026.59	4765.58
Q03654	1519.82	2760.97				
Q03655	79081.9	72413.9	33643.9	33132.8	7435.34	8726.79
Q03656	6029.59	4357.93	2248.37	2712.8	451.17	747.219
Q03660	10381.2	10914.3	6513.55	4264		
Q03661	24135.8	27954.2	9902.84	13780	8275.43	5457.98
Q03667	44590.2	51483.1	31865.3	24882.2	5569.12	8097.87
Q03673	7857.22	7831.84	6148.27			544.507
Q03674	17291.9	21716.5	10313.6	10611.2	2095.52	2912.66
Q03677	15250.3	11859.7	7565.26	5213.94	3295.06	2836.73
Q03690	185618	177495	76225.2	72270.4	18065.5	17510
Q03691	12198.1	12107.4	6447.96	4397.21	737.162	1233.71
Q03701	5903.81	7382.48	6854	5340.63	6592.73	6234.93
Q03705	27104.4	24221	13709.5	13220.7	4073.58	3309.85
Q03707	769575	681513	355185	314797	146491	145882
Q03713	14285.9	12064.2	5680.44	6895.42	1848.83	3067.94
Q03714	3535.58	2697.61	3234.02	1244.89		
Q03730	2177.28	1962.15	1253.13	916.422		362.289
Q03735	9106.32	7578.47	3989.25	4656.39	1118.86	1509.64
Q03750	2028.81	1559.94	42.7154	426.098		
Q03758	24413.3	15875.7	13172.7	10684.9	5904.71	5076.41
Q03761	27733.9	21542.1	15005.1	13949.4	4357.37	4506.2
Q03768	28876.4	29149.8	12863.3	11377.1	4431.55	3755.61
Q03769	16915.8	20016.5	9295.75	9378.81	3176.25	2139.53
Q03771	40391.7	38252.8	13989.8	16113.9	3734.79	3852.74
Q03774	64028.8	66438.1	27334.4	26151.5	4819.31	5639.98
Q03778	13612.4	15019.6	7768.23	6765.49	1334.35	1446.18
Q03786	11026.9	10022.8		6724.85	597.68	
Q03790	15569.4	16391.8	8026.22	8845.53	5515.47	4325.37
Q03798	9487.01	8159.97	4598.54	4374.44	2806.93	1585.13
Q03799	12220.1	9550.81	5703.09	5515.53	1766.35	880.502
Q03833	2767.21	1537.41	1675.27			
Q03834	60411.2	46695.7	26783.7	23663.9	7757.83	10137.2
Q03835	177607	191547	51890.3	56472.4	11582	13918.4
Q03862	569565	513964	230172	235971	52415.5	51270.3
Q03919	13971.4	9311.51	9696	9426.63		3522.73
Q03921	28613.7	25565.8	11590.2	13426.3	4516.75	3821.96
Q03933	9654.72	4198.29	6831.86	8476.58	6893.23	6884.51
Q03940	150150	154679	61267.5	61293	14299.7	16627.3
Q03941	5268.2	4582.18		4310.98		2180.45
Q03944	257.867		440.755	257.54		
Q03957	5205.65	4421.5	3952.89	4541.54	4691.19	4520.7
Q03973	330501	291998	126129	127280	22784.5	24045.3
Q03976	18743.7	22774.4	9724.07	8237.01	1889	
Q04004	6179.85	4792.04	2440.17	4872.35		
Q04013	49672.2	53376.9	20460.5	20031.5	7513.65	3764.61
Q04031	5743.99	4006.98	3001.72	4381.08	2697.87	
Q04033	5202.51	3213.88		1195.16		
Q04053	15697.6	24984.6	5049.96	2282.26		904.348
Q04062	108810	107404	43346.8	43303.1	8933.77	8662.02
Q04066	20042.5	26433.1	10818.1	11873.6	5440.36	5243.08
Q04067	318781	306653	137987	136951	26740	27728.7
Q04080	26237.6	23310.7	9979.08	11963.6	3460.11	2530.22
Q04081	8343.03	9212.53	4206.28	4710.99	1962.09	
Q04119	15438.1	15642	8309.39	7025.67		2603.3
Q04120	467208	590977	295923	179501	9759.46	4614.84
Q04170	40257.4	47585.9	14032.4	13447.7	4892.93	3589.77
Q04175	57004.1	54883.7	25296.8	25956.7	7380.35	8806.05
Q04177	23099	19094.2	10302	11921.2	3283.42	17240
Q04178	124860	123014	54961.1	48598.2	16084.1	18266
Q04179	9098.25	8334.65	3985.46	5636.26		
Q04182	131111	111142	59500.9	57546.2	20491.9	15526.6
Q04183	11163.8	10959.1	3541.67	5178.36	1028.72	1801.99
Q04201	354.206	508.456	933.872	1812.47		
Q04206	37055.8	36190.8	40956.9	39704.2	41102.8	39609.2
Q04212	2424.86	2408.95	1268.02			
Q04213	6999.89	7517.75	3301.6	6655.62	1442.51	
Q04214	82686.1	64356.5	31714.2	33124.4	8349	5059.47
Q04217	36137	35039.4	13801.3	15901	3298.44	3719.99
Q04223	10862.1	9062.81	6058.75	4033.4	961.161	3052.66
Q04225	79150.1	71855.5	33806.9	33155.6	8289.41	8703.33
Q04226	1118.52	2398.81		485.193		
Q04228	14464.5	13281.7	6185.78	5968.1		
Q04231	8913.16	8791.45	5562.03	2942.7		
Q04235	8492.19	7719.45	4153.38	3670.09		
Q04264	20703	16522.5	8313.66	10012.5	7002.12	5805.01
Q04279	15239.8	11912.2	6666.83	8607.83	2840.37	1562.18
Q04304	5017.73	3497.5				
Q04305	24751.2	21310.8	10818	8090.76	2537.82	2814.55
Q04307	10409.8	9842.69	3384.52	4407.13		
Q04311	9065.78	4705.23	2934.28	2953.37	647.241	790.218
Q04322	9056.85	6148.18	4971.47	4204.16	1812.79	2712.33
Q04323	90118	74345.8	104549	105017	97023.6	94892.4
Q04336	20716.6	16750.7	10503.3	9176.16	2303.23	3003.59
Q04338	26824.2	24986.4	12120.7	13568.1	3921.16	4396.68
Q04341	2822.93	4430.52	4290.45	2136.27	4498.6	4407.32
Q04344	217428	197365	93921.7	107048	31425.8	28558.8
Q04371	109910	94610.6	43435.5	41118.4	10000.3	9843.3
Q04372	7866.49	16943.9	7400.57	4092.85		
Q04373	62312.3	60806	24473.2	25941	6357.93	4676.87
Q04401	31996	31105.1	14218	10170.1		
Q04406	55221.6	53794.6	42246	41006	11930.6	12757.3
Q04409	53357.9	54256.8	23253.4	26345.2	6556.66	6658.62
Q04410	20669.2	21001.5	10234.9	9571.76	3692.67	2293.99
Q04418	11152.1	9457.14	4746.87	5287.54	1457.41	
Q04430	38327.8	23085.5	13351.7	9352.33	2776.19	2019.44
Q04432	14464	16892.3	9208.14	6559.09	2086.38	2852.52
Q04439	63398.8	57876.4	25993.6	27111.7	9658.74	8673.18
Q04446	23522.2	19938	25614.8	24398.4	20337.3	21219.1
Q04458	22132.1	21290.3	8916.35	11004.4	4310.39	3695.08
Q04472	16790.8	11536.1	7348.39	4443.92		5395.85
Q04477	15683.7	9709.85	4003.86	7352.41		
Q04491	380852	348388	152606	163837	34813.2	39356
Q04493	89927.8	78452.2	37669.9	41636.6	7304.69	8721.88
Q04500	37348.9	34943.5	17006.9	17687.3	6201.83	6108.98
Q04511	5992.73	5598.03	3140.53	3829.02	3693.63	3340.11
Q04533	8693.07	6778.19	5468.33	5488.8	3421.42	5296.01
Q04562	10224.3	10399.3		7159.38	1093.7	1684.8
Q04585	2700.39	2358.6	1002.52	1610.3		510.835
Q04599	19386.9	18950	8742.69	10271.4	1976.47	2307.13
Q04600	431211	542720	455912	306334	196770	211726
Q04602	22722.9	23968.6	6698.37	8118.53	2016.3	3081.99
Q04603	2216.47	2053.05	1337.32	2090.05		506.289
Q04632	18930.2	24573.8	11276.8	19813.9	18161.9	
Q04636	71485.1	73109	28544.4	30504.9	6158.26	7496.45
Q04637	313134	293734	344831	343905	340496	339377
Q04651	19840.6	19811.1	8693.37	7921.71	3434.33	1691.6
Q04656	8631.6	7910.38	6807.56	7915.31	7972.41	8400.54
Q04660	50500.1	50659.2	26240.1	24050.3	6918.07	6279.6
Q04673	6953.78	5594.12	1849.67	2811.64	1173.51	731.068
Q04693	10155.2	8779.62	6668.01	9497.15	4094.8	
Q04695	19655.4	17215.7	10693.7	9888.03	17760.4	17655.2
Q04697	79213.1	71997.5	34634.6	33849	6273.73	6119.4
Q04721	11087.8	7700.3	7614.78	9710.75	8652.12	9859.03
Q04724	29350.2	27864	29689.3	21133.4	18855.3	22662.3
Q04725	7921.86	10803.4	8860.44		11764.7	8919.8
Q04726	97323.2	91295.4	104668	97318.4	101315	97509.7
Q04727	30840.5	25460.6	41051.8	39821.1	37986	37455.7
Q04728	31139.4	30791.1	14172.4	15715.4	5798.53	5559.81
Q04739	10455.4	11345.3	5060.7	6416.61	2578.54	1857.64
Q04759	17283	10719	13459.7	17325.3	12137.7	14889.1
Q04760	1478530	1459310	1628750	1696470	1321750	1268790
Q04767	26151.6	19192.3	3719.54	9086.24	2787.86	4892.64
Q04772	5483.57	5276.29	4924.65	4825.88		2392.29
Q04773	50035.3	31721.7	22333.7	21255.4	4698.02	7956.53
Q04779	13502.5	10931.7	6678.61	6716.17		
Q04781	18664.9	18701.4	8241.9	9305.12	2061.62	2516.8
Q04792	11896.5	14758	5284.18	10021.3	1695.44	4080.63
Q04814				201385		32076.4
Q04835	5462.21	1709.01		1449.8		
Q04837	542706	512798	604132	609190	533820	569822
Q04839	6185.71	8001.89	4780.87	6455.06	2254.07	768.585
Q04847	13420.9	9192.69	4460.75	3516.13		1385.47
Q04864	9553.67	8936.38	11036.8	9323.52	10099.8	8814.61
Q04867	11409.4	7458.99	3047.27	5274.48	1142.6	2331.82
Q04868	14015.7	18660.7	5668.86	5189.56	1587.56	2276.95
Q04869	73399.6	71099.4	26922.4	28600.5	7141.49	7905.88
Q04894	127876	143396	59607.1	55807.7	15521.6	17455.8
Q04917	318369	291041	346940	350918	358603	336306
Q04922	1943.22	2271.59	734.82			
Q04924	9410.17	10814.9	6839.05	5570.08	4239.93	
Q04934	14220.5	10062.8	7824.52	6717.76		1911.8
Q04935	7072.71	8939.84	2597.76	2594.55	3530.55	
Q04947	610253	577925	264108	286519	52676.1	45368.9
Q04951	6767.88	4643.29	2369.64	2672.47	474.388	583.058
Q04958	14554.6	12069.3	7351.56	8346.42	1474.43	4823.68
Q04969	26121.3	16109.8	9408.08	11290.6	4292.56	4165.05
Q04991	23289	20859.9	9691.48	8599.96	4314.81	2661.36
Q05015	2712.59	2009.66	1458.65	1808.08	552.945	550.523
Q05016	247929	238891	99957.8	102751	26961.7	22695.1
Q05022	143314	133309	63777	62255	15413.3	15208.9
Q05027	1154.14	445.488	132.204	628.854		
Q05029	45622	44915.3	17449.5	20485.6	4466.31	4731.78
Q05031	3308.95	4433.95	1161.19	1864.8		
Q05040	12773.1	18624	5437.96	6610.3	1849.21	1852.76
Q05048	39671.8	38376.7	39289.3	40779.4	40289.9	39422.3
Q05050	92238.2	78324.4	36889.6	41850.3	13551.6	11541
Q05086	30115.5	30946.7	28042	31293.2	33902.6	33655.1
Q05123	49965.9	56384	22371.5	24300.8	7622.23	12356.4
Q05166	7120.28	4979.69	3586.14	3347.68		
Q05193	135450	136689	135236	148405	138808	131314
Q05209	5682.65	5058.49	6713.18	5594.69	7057.26	7754.24
Q05359	149350	126323	60756.6	59593.9	14246.5	15338.2
Q05397	34026.4	32011.9	38465	38083.7	36384.6	41600.5
Q05468	7954.59	9103.68	4580.15	4420.07	3204.35	2331.56
Q05469	102882	109008	58637.8	35619.4	21185.9	24460.8
Q05498	1507.36	1591.67	2381.93	1557.84		1810.35
Q05506	863351	833783	356178	347469	76832.6	73821.5
Q05513	9556.21	9017.34	11975	12979.7	8704.32	10010.6
Q05515	151503	139174	62883.3	60613.6	16542.8	15601.4
Q05518	75263.6	64769.5	48752.6	40753.9	7593.46	7711.11
Q05519	264978	256740	273720	261774	275544	270093
Q05521	10975.5	12197	5482.86	3644.78	2406.9	2069.22
Q05533	2052.21	1022.01				
Q05543	13739.2	6175.42	5819.11	5537.19	1344.39	1928.78
Q05549	1745.62	494.722	660.802	88.632	218.528	
Q05567	45856.6	50871.1	24830.6	21823.7	6014.47	6719.51
Q05580	15334.7	14417.2	11595.5	8322.3	2491.46	2909.07
Q05583	3954.15	7505.32	3136.92	3241.58		
Q05584	31764.3	30649.9	11789.5	15517.2	3159.83	3331.36
Q05636	44858.6	37897.9	15764.8	19021.8	3003.46	4591.05
Q05639	6751160	6339630	7732380	7717100	7993280	7886410
Q05655	15099.2	12627.8	18091.9	17661.1	16220	16906.3
Q05682	40237.5	40114.3	46301.8	47794	45332.9	44456
Q05707	9637	12854.4	7886.33	8362.49	8226.61	9419.05
Q05775	214522	185794	107815	110764	20334.6	20138.2
Q05778	14721.4	12098.4	6276.59	5271.86	1876.52	4539.47
Q05779	3580.86	3727.68	2636.32			
Q05785	36249.5	28699.7	15132.1	17333.1	5165.47	5569.04
Q05787	7374.02	6035.84	3608.97	3076.22		
Q05788	26427	23211.5	10917.1	11951.5	3201.6	3458.86
Q05791	7562.12	8719.32	5352.64			
Q05809	5039.96	4632.13	2574.08	5596.37		
Q05812	7736.47	8357.14	4343.93	3788.18	1722.42	1039.86
Q05823	2011.38	2329.16	3927.01	2850.39	2500.36	2676.72
Q05874	9734.36	6082.4	5812.94	4596.93	2794.92	2316.98
Q05881	27708.8	33926.7	16256	15428.8	12301.8	9875.21
Q05892	5799.6	11425	5514.91	4252.9		3301.81
Q05900	7014.27	2413		3656.08		
Q05902	4153.62	3927.33	554.399	684.666	280.858	807.935
Q05905	233561	233092	100442	97686.8	22529.3	23560.6
Q05911	168864	165424	69792.5	65812.6	14743.1	14469.1
Q05924	2796.46	3780.54	3937.39	3489.04		
Q05931	29394.9	29590.4	14750.5	14950.5	3003.17	1551.49
Q05932	3942.26	4308.65	3781.7	2805.48	3779.33	2967.05
Q05933	84734	91040.8	43242	37567.1	5076.17	8716.36
Q05934	15574.8	17306	5178.52	5023.23	2727.12	2045.8
Q05942	13568	11062.4	5683.01	6492.99		
Q05946	36449.3	30597.1	13418.3	10832.4	5516.08	3350.71
Q05948	25334	18734.3	10685.3	9645.56	2585.49	2031.16
Q05949	5479.05	7630.31	3291.74	2588.52	714.879	1198.53
Q05958	4580.4	6293.31	2108.16	2322.9	1218.54	
Q05979	25188.8	34566.5	12829	14092.1	3099.42	3663.36
Q05BQ5	1547.51		1123.12	1310.82	1655.38	2054.29
Q05BV3	5084.17	4290.48	14927.2	13903.4	17964.5	18243.8
Q06010	16013.1	15998.5	6273.85	8122.75	2631.96	2450.31
Q06033	7205.73	10280.1	11575.3	9362.21	12909.2	10828.4
Q06053	31095.1	32076.6	16644.5	14353.2	5751.66	4390.38
Q06063	29671	15738.7	14367.4	16339	3535	2606.09
Q06070	2941.78	2424.18	1438.37	972.612		540.206
Q06078	20047.5	22919.2	11293.8	9667.86	3576.08	3077.26
Q06089	18186.9	15103	6587.33	8985.02		7022.95
Q06096	25537.4	19077.4	8370.32	7513.88	3108.94	1992.7
Q06103	98563.9	94023.6	49354.4	45105.8	13773.2	15408.5
Q06106	36333.9	31068.9	14641.6	15361.3	4700.84	3870.23
Q06107	8851.5	9440.66	3943.5	6447.07		
Q06124	60275.1	60744.1	70342.5	64157	71961.9	71613.1
Q06132	15535.3	15834.5	7098.83	8136.23	1978.71	2081.46
Q06136	16174.3	12162.3	14764.9	9616.54	10012	11902.2
Q06142	128409	110486	51361.9	49204.8	12640.6	13709.2
Q06143	47988.6	39862.9	15525.3	15041.4	3779.94	
